ID,Nombre,Tipo,Director,Guionista1,Guionista2,Duración,Puntuación,Argumento
tt10074684,Smothered,Short,Alice Maio Mackay,Alice Maio Mackay,Benjamin Pahl Robinson,No especificado,No especificado,
tt10076428,The Writer,Short,Ceus Rob,Ceus Rob,Inge Vanleene,10min,6.7,A writer finds an ancient evil book and suffers the consequences for it.
tt10076312,The Cold,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10075078,Rahasyam,Movie,Sagar Sailesh,No especificado,No especificado,No especificado,No especificado,No especificado
tt10065154,Chess and Laundry,Short,George Abi-Hanna,No especificado,No especificado,No especificado,No especificado,No especificado
tt10068544,Made in Abyss: Hôrô Suru Tasogare,Movie,Masayuki Kojima,No especificado,No especificado,No especificado,No especificado,No especificado
tt10022480,31st of Decembers,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10021744,Bittersweet Goodbye,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10022384,The Protector,Movie,Tosca Musk,Joany Kane,Jodi Ellen Malpas,2h 6min,5.5,Basado en el bestseller de la autora Jodi Ellen Malpas.
tt10028156,The Rolex,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10047966,Una Hermosa Amistad,Short,Jorge Tudanca,No especificado,No especificado,No especificado,No especificado,No especificado
tt10049182,The Mirror,Short,Nessa Aref,Nessa Aref,Alysson Hall,13min,4.2,"Fearing she's losing her best friends to their prestigious universities, Olivia tries to hide from them on prom night, taking refuge in a creepy old house."
tt10048624,Killing Kate,Short,Matt Sconce,Christopher Mejia,Matt Sconce,No especificado,No especificado,"For years, Kate has been blackmailed through fear and violence to be the trophy of, Johnny, the head of the Kato crime family. When Kate makes the decision to leave the family, shooting Johnny in the process, she becomes a target. With each step, she takes her power back and, as she rises, her pursuers discover that killing Kate is not as easy as it seems."
tt10050098,Mr Misfortune,Movie,Rick Caplan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10050738,Therottam,Movie,Pradeesh Unnikrishnan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10048556,Staged Killer,Movie,Christopher Ray,Lindsay Hartley,No especificado,1h 28min,3.7,"When a former co-host, Jake Everett, works his way back into the professional life of popular TV morning show host Naomi Spencer, the show's success skyrockets, but Naomi's personal life begins to fall apart."
tt10053998,The Dream,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10051320,Killing Your Daughter,Movie,Craig Goldstein,Carrie McCrossen,No especificado,1h 30min,5.1,"Una prueba de ADN ayuda a una joven a conocer a sus padres biológicos, pero la chica termina dándose cuenta de que ciertas historias familiares jamás deberían reabrirse."
tt10054544,VI,Movie,Jesus Pasos,Andrew Glynn,Jesse Gutierrez,1h 10min,8.3,Jerry fights his inner demons when he gives up drinking.
tt10056228,The Last Story,Short,Himanshu Kesharwani,No especificado,No especificado,No especificado,No especificado,No especificado
tt10056290,Casa Limpa,Short,Lucas Simões,Ana Marta Paio,Marco Pires,No especificado,No especificado,"Discover the three alternate endings in the first interactive short film from Studios Omni. Casa Limpa is an interactive thriller from the point of view of the character Júlia ""Ana Marta Paio"". The protagonist is trapped in a loop where she will always die at the hands of the assassin ""Marco Pires"". During the story you can guide Julia to break this loop."
tt10052914,Lullaby,Short,Ray du,No especificado,No especificado,No especificado,No especificado,No especificado
tt10055770,Vellaipookal,Movie,Vivek Elangovan,Shanmuga Bharathi,Vivek Elangovan,2h 2min,7.1,"While on a trip to the USA, a retired police officer from India solves a series of clueless crimes in his neighborhood, relying only on his power of reasoning."
tt10081788,L'oiseau de paradis,Movie,Paul Manate,Cécile Ducrocq,Paul Manate,1h 29min,5.4,"While Teivi is just a ambitious young man from the Tahitian golden youth, his distant cousin Yasmina is a full-blooded Maori owner of a mysterious gift that isolated her from the world. Their paths will clash."
tt10086654,Man of the Harvest,Short,Luther Clayton,Luther Clayton,Orion Eshel,15min,7.5,"Two young boys with a brotherly bond are discovering the beauty hidden in their world; in nature, music and language. But soon must battle to retain it when it is threatened by one uncontrollable act of violence."
tt10089810,Boundaries,Short,Christopher Jason Bell,No especificado,No especificado,No especificado,No especificado,No especificado
tt10092464,Adbhoot - ek dhandal saira vaira,Movie,Tejas Dhhanraj,No especificado,No especificado,No especificado,No especificado,No especificado
tt10093672,Recover,Short,Andy Siravanta,No especificado,No especificado,No especificado,No especificado,No especificado
tt10097346,Lan Se Lie Che,Movie,Dalei Zhang,Rui Xiao,Dalei Zhang,2h 26min,6.5,"Released from prison on New Year's Eve, Ma Biao returns to a freezing border town between China and Russia. He searches for former lover Karinna, but unwittingly gets dragged again into a gangland conflict from years ago."
tt10097386,Sudba,Movie,Zhanna Issabayeva,No especificado,No especificado,No especificado,No especificado,No especificado
tt10097470,Lian Qu 1980,Movie,Feng Mei,No especificado,No especificado,No especificado,No especificado,No especificado
tt10111180,Millennium Bugs,Movie,Alejandro Montoya Marín,No especificado,No especificado,No especificado,No especificado,No especificado
tt10123682,Zeen?,Short,Calyx Passailaigue,Calyx Passailaigue,Richard Walters,15min,No especificado,"Chad is a pretentious white Jamaican film director. With his ragtag Caribbean cast and crew, he aims to shoot a highbrow social drama called ""Brothers in Babylon."""
tt10123698,Miss,Movie,Ruben Alves,Élodie Namer,Ruben Alves,1h 47min,6.4,Un joven que busca su identidad sexual decide participar en el certamen de belleza Miss Francia.
tt10122486,I Need You Dead!,Movie,Rocko Zevenbergen,No especificado,No especificado,No especificado,No especificado,No especificado
tt10126434,Scare Me,Movie,Josh Ruben,No especificado,No especificado,No especificado,No especificado,No especificado
tt10131028,Honesty Weekend,Movie,Leslie Thomas,No especificado,No especificado,No especificado,No especificado,No especificado
tt10131078,Teech and Bron,Short,Analisa Robertson,Sandra Lucas,Sara Vitale,No especificado,No especificado,"Two straight-laced female cops, on a stakeout, who get bored and decide to smoke a confiscated joint. They find themselves in an altered state and discover that they have more in common than they thought."
tt10136110,Le voleur rose: Pink Thief,Movie,Mustafa Ozgun,No especificado,No especificado,No especificado,No especificado,No especificado
tt10135262,At the Back,Short,Gia Milani,No especificado,No especificado,No especificado,No especificado,No especificado
tt10398746,Crystal Peak,Short,Matthew Lee Blackburn,No especificado,No especificado,No especificado,No especificado,No especificado
tt10398376,Gunfight at Silver Creek,Movie,Tony London,Tony London,Cheryl Neve,No especificado,4.4,
tt10402532,Two Paths One Road,Movie,Lewis Millard,No especificado,No especificado,No especificado,No especificado,No especificado
tt10404944,BAC Nord,Movie,Cédric Jimenez,Audrey Diwan,No especificado,1h 45min,6.9,"Una brigada de policía trabaja a tiempo completo en los peligrosos barrios del norte de Marsella, donde el nivel de delincuencia es más alto que en cualquier otro lugar de Francia."
tt10415510,Taana,Movie,Yuvaraj Subramani,No especificado,No especificado,No especificado,No especificado,No especificado
tt10417488,Downward Facing Dogs,Short,Karsten de Vreugd,No especificado,No especificado,No especificado,No especificado,No especificado
tt10419566,Superagente Makey,Movie,Alfonso Sánchez,Jorge Lara,No especificado,1h 35min,4.3,Makey es un modesto agente de policía que se ve envuelto en una operación de narcotráfico internacional en la Costa del Sol.
tt10432094,Pawns,Short,Peter Jang,No especificado,No especificado,No especificado,No especificado,No especificado
tt10426006,111 the Force,Movie,Boysing Samuel,No especificado,No especificado,No especificado,No especificado,No especificado
tt10436902,The Death Rally,Short,Travis Mills,R.K. Anderson,Travis Mills,No especificado,No especificado,"In the next installment of our wasteland series which began with The Mad Man of Miami and continued with The Seven Blood, the Guardian is captured by a tribe who plays deathly games in the wasteland and is forced to compete by the sadistic Game King leader."
tt10449052,No Man's Land,Movie,Conor Allyn,Jake Allyn,David Barraza,1h 54min,5.4,"Cuando una patrulla fronteriza vigilante se derrumba, un hombre huye en caballo a México, buscando el perdón del padre de la víctima."
tt10452082,Leafer,Short,Paul Daisuke Goodman,No especificado,No especificado,No especificado,No especificado,No especificado
tt10457702,Bound,Movie,Jokes Yanes,J. Bishop,Ciro Dapagio,No especificado,No especificado,Bondsman Voss a retired Lt Col. will dive head first into the Mexican cartels home turf to try and rescue a childhood friends daughter from a ruthless band of sex traffickers who lack any type of empathy for humanity.
tt10456740,Balle perdue,Movie,Guillaume Pierret,Guillaume Pierret,Alban Lenoir,1h 32min,6.3,Un delincuente de poca monta que trabaja de mecánico para un departamento de policía corrupto tiene que probar su inocencia cuando su mentor es asesinado.
tt10461130,When Fire Flies,Short,Das Fuerst,No especificado,No especificado,No especificado,No especificado,No especificado
tt10463692,Catch of the Day 2: You Die at Dawn!,Movie,James Balsamo,No especificado,No especificado,No especificado,No especificado,No especificado
tt10466348,Code of Thieves,Movie,Brandon Cornett,Sareta Cheathem,Ronnie Kirk,1h 32min,3.5,Making the mistake of robbing a powerful drug dealer. A group of friends are forced to rob a bank to make amends.
tt10413324,The Hidden Ones,Short,David Beier,No especificado,No especificado,No especificado,No especificado,No especificado
tt10413882,Zona Seyl,Movie,Scout Tafoya,No especificado,No especificado,No especificado,No especificado,No especificado
